treat_one,treat_zero,control_one,control_zero,
0,3455,15,3336,
3,3535,21,3391,
0,3891,2,3235,
0,3746,20,3204,
0,3368,1,3424,
0,3109,11,3748,
0,3485,20,3435,
0,3949,3,3001,
0,3754,16,3140,
0,2930,12,3988,
0,3997,12,3027,
0,3397,12,3418,
0,3358,2,3505,
1,3543,7,3443,
0,3498,12,3393,
0,3400,24,3483,
1,3488,18,3383,
0,3182,12,3703,
3,3481,16,3424,
0,3399,8,3505,
0,3068,0,3835,
0,3648,19,3288,
1,3818,26,3162,
2,3444,15,3528,
0,3299,16,3800,
1,2953,3,3880,
1,3648,17,3152,
0,3533,1,3374,
2,4003,5,2902,
0,3349,6,3491,
0,2660,4,4330,
1,3671,8,3186,
0,3075,2,3937,
0,3136,7,3783,
0,3394,9,3509,
1,3940,18,2927,
0,3451,28,3274,
0,3205,10,3679,
0,3431,3,3600,
1,3251,5,3703,
0,3692,10,3224,
0,4092,12,2985,
0,3845,11,3094,
0,3453,17,3451,
0,3911,20,2931,
0,3429,8,3549,
0,3059,19,3838,
0,3065,18,3847,
0,3480,6,3389,
1,3621,6,3458,
0,3621,9,3295,
0,3536,10,3178,
0,3363,10,3640,
0,4026,12,2921,
0,3285,2,3601,
1,3245,7,3650,
1,3785,0,3183,
0,3693,7,3229,
0,3504,13,3470,
0,3315,8,3497,
0,3390,2,3582,
2,3220,14,3721,
0,3281,0,3703,
0,3814,17,3140,
2,3316,19,3655,
0,3731,11,3193,
0,3046,25,3798,
0,3464,2,3254,
1,2769,6,4259,
1,2761,8,3990,
2,3002,8,3690,
0,3286,3,3669,
1,3385,3,3705,
0,3306,1,3662,
0,3712,1,3108,
0,3402,11,3485,
0,3591,4,3304,
0,3808,13,3043,
0,3722,0,3203,
0,3550,1,3418,
0,4070,1,2792,
0,3268,7,3798,
0,3891,11,2968,
1,4050,3,2888,
1,2991,11,4043,
0,3802,6,3115,
1,3096,8,3843,
0,3288,7,3679,
0,3904,8,3134,
0,2602,23,4143,
1,3096,8,3719,
1,3263,6,3603,
0,3445,2,3534,
0,3246,15,3715,
0,3518,29,3533,
1,3225,13,3642,
0,3893,15,2927,
0,3683,9,3254,
0,2662,11,4192,
0,3196,13,3851,
1,3165,12,3695,
0,3966,4,3125,
1,3602,22,3285,
0,3402,4,3403,
0,3288,8,3513,
0,3268,15,3753,
1,3024,19,3849,
0,3335,2,3712,
0,3779,13,3111,
0,3663,2,3270,
0,3593,13,3364,
1,3750,6,3220,
0,3382,5,3485,
0,3930,1,3118,
0,3414,7,3450,
0,3223,15,3627,
0,3633,17,3333,
2,3348,8,3596,
0,3040,8,3930,
0,3165,5,3756,
0,3340,8,3519,
0,4041,3,2970,
0,3233,3,3555,
0,3912,12,2990,
0,4025,8,2941,
0,3407,7,3366,
1,2937,9,3991,
0,3537,8,3454,
1,3730,10,3055,
0,3872,15,2837,
0,3757,16,3119,
0,3893,14,2964,
0,3694,5,3238,
0,3052,2,3999,
0,3391,6,3521,
0,3737,10,3248,
0,3699,1,3278,
0,3718,6,3302,
1,3332,11,3676,
0,3284,13,3591,
1,3273,7,3539,
0,3859,12,3012,
0,3490,1,3559,
0,3119,0,3865,
1,3085,34,3818,
0,4088,18,2800,
