treat_one,treat_zero,control_one,control_zero,
2,4425,14,4625,
0,5016,9,3837,
3,4123,13,4792,
4,3517,4,5224,
2,4167,32,4612,
0,4739,17,4034,
0,4089,17,4685,
5,4598,16,4118,
3,4348,28,4629,
1,4258,0,4621,
0,4724,1,4286,
6,4687,6,4217,
1,3916,7,4798,
5,5451,30,3614,
1,3992,24,4863,
0,5015,17,3837,
3,3836,1,5160,
5,4469,13,4556,
0,3843,25,4948,
0,4681,8,4327,
2,5275,16,3609,
1,3786,2,5130,
3,4423,14,4551,
2,4716,2,4293,
3,3800,21,5192,
0,4934,2,3779,
4,4431,13,4462,
3,3627,2,5474,
1,4166,28,4677,
1,4579,15,4370,
0,4373,21,4505,
0,5201,7,3688,
4,3551,17,5224,
1,3613,15,5170,
3,4198,18,4790,
1,4168,11,4753,
1,4538,3,4367,
5,4039,13,4709,
2,4615,10,4316,
1,4493,5,4377,
3,4403,9,4625,
0,3828,5,4934,
0,3795,23,5282,
2,4273,10,4518,
2,3996,19,4895,
0,4828,5,4272,
1,4574,9,4568,
1,4285,3,4410,
0,4494,23,4374,
0,4093,8,4850,
2,4725,7,4228,
1,4271,23,4658,
3,3840,7,4983,
0,4263,20,4654,
1,4399,6,4283,
1,4966,37,3986,
1,4548,7,4406,
0,4053,12,5044,
2,3884,17,5067,
0,4966,3,4124,
1,4602,13,4362,
0,4682,13,4275,
1,4677,13,4107,
1,5017,0,3915,
0,4743,19,4224,
1,5514,7,3541,
0,4166,7,4717,
1,4693,13,4113,
1,4589,31,4324,
2,4418,1,4367,
0,3984,6,4675,
0,3848,0,5094,
1,5218,8,3650,
0,3738,7,5161,
1,4823,13,3878,
0,4778,12,4177,
1,5337,13,3585,
2,5235,5,3770,
2,4825,16,4104,
2,4819,7,3909,
5,3942,23,4803,
1,4230,12,4698,
3,4627,9,4298,
0,4124,8,4889,
6,4244,22,4678,
2,4765,2,4272,
2,4680,7,4274,
5,4015,20,4729,
3,4225,8,4813,
5,4546,1,4465,
7,4388,11,4544,
8,4294,12,4488,
2,4659,4,4219,
1,4463,1,4432,
2,4119,17,4633,
1,4823,10,4217,
1,3703,33,5075,
3,5316,9,3609,
1,4917,14,4052,
0,4394,7,4511,
3,4821,20,4141,
1,5093,3,3865,
4,4811,9,3927,
5,4535,10,4349,
2,4898,6,4103,
1,5546,2,3366,
0,4813,2,4297,
0,4556,10,4543,
2,4488,0,4484,
0,4628,3,4282,
2,5011,4,4120,
0,5502,19,3361,
3,4313,26,4381,
6,4247,10,4608,
3,4268,26,4567,
7,5513,0,3645,
1,5237,23,3689,
1,4706,8,4163,
2,4657,19,4337,
4,4185,5,4714,
2,4414,19,4610,
1,5062,0,3978,
4,4740,6,4012,
0,4162,13,4598,
3,5003,23,4012,
2,4853,18,3849,
0,3799,29,5015,
0,5108,2,3953,
1,3906,11,4841,
2,4553,8,4220,
3,4610,5,4280,
0,3753,13,5176,
1,5569,17,3437,
7,4587,8,4339,
0,3940,21,4908,
1,3710,19,5136,
0,4058,19,4682,
2,4641,8,4212,
5,5104,12,3731,
1,3473,7,5325,
4,4356,6,4693,
0,4339,22,4361,
0,4756,6,4154,
5,3136,17,5904,
1,5336,18,3617,
3,4611,2,4300,
5,4445,4,4576,
3,4242,13,4591,
0,5128,16,3988,
1,5046,8,3912,
0,4870,17,4146,
0,3367,17,5569,
1,4272,11,4475,
1,4618,25,4117,
3,3973,12,4933,
0,4671,1,4215,
0,3972,10,5123,
1,4005,11,5127,
1,4533,10,4156,
0,4363,17,4492,
0,5114,11,4019,
2,4860,7,4280,
0,5288,16,3523,
0,4974,3,4066,
0,3685,16,5130,
4,4194,10,4523,
1,4814,11,4074,
3,4723,8,4179,
0,4757,5,4172,
0,3814,10,5169,
2,5343,1,3454,
0,4856,30,4031,
2,4430,15,4262,
2,4479,8,4405,
0,4482,15,4344,
3,4546,9,4286,
1,4718,8,4167,
0,4906,1,4040,
0,3226,23,5617,
3,4349,22,4380,
0,3990,12,4910,
0,3728,20,5235,
1,4310,8,4520,
6,3946,6,5014,
0,4091,21,4633,
1,4681,3,4142,
0,4772,2,4262,
0,4066,34,4641,
2,4244,0,4598,
0,4554,5,4288,
0,3770,15,5062,
2,4003,25,4868,
2,5302,0,3569,
0,4469,18,4536,
0,4619,7,4276,
0,4308,13,4542,
0,4422,9,4482,
1,4373,8,4743,
1,4888,14,4002,
3,4773,4,3947,
2,3773,11,5343,
0,4509,17,4434,
0,3651,11,5410,
1,4398,13,4500,
2,4729,6,4233,
3,4056,29,4649,
1,4160,12,4836,
1,3572,5,5257,
1,4794,3,4254,
1,4113,7,4746,
0,4562,16,4439,
1,4077,20,4676,
0,4334,10,4630,
1,5501,13,3440,
0,4157,5,4760,
0,5522,7,3566,
0,4052,21,4806,
1,4653,18,4261,
4,4504,21,4463,
0,3942,5,5033,
1,4978,9,4018,
0,5171,8,3867,
0,3798,35,5077,
1,3601,7,5441,
0,5014,20,4008,
0,4301,3,4615,
2,4451,16,4506,
1,4394,26,4507,
3,4797,25,3913,
9,4607,33,4228,
0,3767,13,5215,
2,4114,8,4681,
0,4700,0,4246,
0,4758,8,4134,
0,4549,15,4331,
3,5124,14,3876,
1,4342,5,4444,
0,4767,9,3988,
2,4181,19,4521,
4,4505,13,4366,
0,4456,30,4508,
3,4292,8,4732,
3,4227,10,4452,
0,5547,4,3451,
0,4367,4,4628,
0,4827,7,4170,
0,4363,27,4374,
0,4480,10,4320,
0,5498,15,3556,
1,4082,7,4762,
1,3890,0,5057,
0,4105,24,4862,
0,4472,20,4457,
1,3707,27,5278,
1,4839,11,4224,
0,4386,28,4549,
0,4013,11,4978,
3,4345,15,4737,
1,3686,29,5141,
1,4301,10,4700,
1,4278,21,4623,
2,4987,15,3756,
8,4990,5,3945,
0,4431,25,4425,
2,3694,5,5095,
1,5025,2,3917,
2,4589,0,4389,
0,4684,8,4112,
5,4964,4,4065,
0,4664,7,4161,
4,4465,15,4422,
3,4358,8,4522,
0,4152,5,4854,
0,3698,12,5259,
1,4536,7,4321,
9,4772,5,4248,
1,4908,8,4091,
3,4498,13,4449,
3,5333,8,3692,
5,5019,24,4018,
0,4306,22,4760,
1,4125,13,4803,
0,4947,7,4011,
1,4578,33,4152,
6,3950,10,4972,
0,4355,17,4547,
5,4425,14,4374,
1,4719,5,4168,
0,3910,12,4972,
2,4491,2,4311,
0,4725,4,4099,
6,4397,47,4430,
2,4276,4,4700,
6,4851,7,3889,
6,4430,0,4402,
1,4565,6,4330,
1,4582,10,4516,
5,3882,0,5101,
2,4734,7,4093,
2,4475,0,4373,
