treat_one,treat_zero,control_one,control_zero,
0,2322,6,2641,
2,2626,2,2304,
0,2336,8,2621,
0,2353,7,2604,
1,2634,2,2323,
0,2993,18,1926,
1,2873,6,2149,
0,2437,7,2430,
0,2178,6,2705,
0,2157,14,2841,
0,2786,0,2176,
0,2533,6,2306,
0,2678,3,2361,
0,2203,2,2678,
0,2395,8,2507,
0,2167,6,2704,
0,2321,2,2659,
0,2800,8,2226,
0,2431,3,2475,
1,2638,3,2301,
0,2637,8,2277,
0,3034,5,1943,
0,2385,6,2510,
1,2684,7,2343,
0,2353,7,2429,
2,2923,3,1979,
0,2753,2,2227,
1,2639,7,2358,
0,2234,4,2632,
0,1950,16,3100,
0,2350,8,2604,
0,2417,5,2500,
1,2509,17,2448,
0,2859,9,2053,
1,2695,13,2226,
1,2308,4,2675,
0,2498,8,2406,
0,2095,0,2836,
1,2623,16,2243,
1,2299,0,2628,
0,2429,4,2514,
0,2814,4,2052,
1,2610,11,2307,
1,2635,26,2265,
1,2325,8,2679,
0,2485,7,2529,
0,2448,4,2429,
0,2507,4,2496,
0,2524,8,2466,
0,2551,1,2419,
0,2472,10,2518,
0,2416,1,2469,
0,2670,4,2246,
1,2492,4,2543,
0,2527,6,2433,
0,2602,4,2398,
0,2399,16,2518,
0,2630,13,2210,
0,1800,11,3144,
0,2320,10,2508,
0,2798,0,2296,
0,2602,5,2385,
0,2355,3,2619,
0,2166,2,2673,
0,2749,5,2356,
0,2756,1,2217,
0,2540,1,2329,
0,2566,4,2368,
0,2814,4,2183,
0,2192,8,2831,
0,2400,11,2531,
0,2074,9,2843,
0,2622,1,2266,
0,2555,15,2421,
0,3010,5,1961,
0,2752,3,2194,
0,2688,18,2221,
2,2383,3,2568,
0,2437,14,2456,
1,2835,1,2086,
0,2211,4,2661,
1,2482,11,2510,
0,2386,3,2526,
0,2571,16,2259,
0,2017,13,2981,
0,2283,15,2724,
0,2566,8,2334,
1,2216,7,2822,
1,2702,7,2223,
0,2415,5,2596,
0,2620,5,2291,
0,2609,7,2300,
0,2610,1,2332,
0,1935,12,3025,
0,2499,16,2455,
0,2446,7,2463,
0,2347,12,2645,
0,2510,6,2431,
1,2445,7,2495,
0,2867,6,2021,
0,2680,10,2209,
1,2345,5,2568,
0,2573,10,2441,
0,2418,2,2534,
0,2401,9,2603,
0,2419,0,2576,
0,2923,2,2094,
0,2515,10,2378,
0,2456,4,2555,
0,2667,2,2194,
0,2610,9,2416,
0,3193,6,1820,
1,2384,7,2609,
0,2620,1,2369,
0,2517,12,2386,
2,2919,8,1996,
2,2071,8,2912,
0,2162,1,2826,
1,2615,0,2294,
0,2552,3,2395,
0,2471,11,2470,
1,3015,1,1871,
0,2157,6,2888,
2,2731,8,2169,
0,1996,10,2910,
0,2886,2,2035,
1,1848,16,3150,
2,2541,2,2394,
0,2447,14,2453,
0,2224,4,2811,
0,2300,5,2689,
0,2442,8,2444,
0,2650,0,2371,
0,2889,5,2056,
0,2765,8,2198,
0,2245,12,2758,
0,2644,7,2298,
0,2402,8,2392,
0,2837,1,2122,
0,2357,7,2595,
0,2270,5,2698,
1,2177,2,2736,
1,2673,1,2346,
1,2040,12,2928,
0,2522,2,2476,
0,2608,0,2362,
0,2829,0,2027,
1,2056,6,2823,
0,2148,9,2838,
0,2905,3,2133,
0,2522,12,2511,
1,2335,11,2655,
0,2264,4,2684,
0,2593,8,2311,
1,2485,7,2507,
0,2165,7,2731,
0,2709,0,2311,
0,2162,5,2780,
0,2719,4,2169,
0,2208,5,2690,
0,2249,8,2687,
0,2558,3,2381,
0,2427,1,2598,
0,2616,10,2381,
0,2399,7,2503,
0,2743,9,2294,
0,2292,1,2615,
0,2695,8,2302,
0,2359,14,2478,
0,2717,6,2213,
0,2403,10,2521,
0,2309,6,2594,
1,2594,1,2327,
0,3014,3,1927,
1,2521,5,2304,
0,2574,3,2361,
0,2695,13,2118,
1,2610,1,2211,
0,2579,9,2306,
1,2526,14,2424,
1,2602,7,2483,
0,2293,18,2569,
0,2547,2,2407,
0,2617,6,2527,
0,2627,14,2309,
0,1989,7,2998,
0,2428,10,2423,
0,2538,8,2402,
0,2534,11,2329,
0,2323,4,2568,
0,2790,3,2257,
2,2736,3,2282,
0,2439,8,2488,
0,2826,4,2235,
1,2408,13,2533,
0,2293,5,2642,
0,2601,5,2283,
0,2070,8,2856,
1,2032,8,2850,
0,2359,9,2553,
0,2613,5,2286,
0,3010,4,1988,
0,2492,22,2393,
0,2694,3,2359,
1,3041,10,1998,
0,2514,6,2481,
0,2426,0,2488,
0,2202,0,2634,
0,3002,9,1961,
0,2505,0,2444,
2,2425,7,2491,
2,2528,8,2484,
0,2397,2,2597,
1,2185,3,2844,
1,2488,10,2498,
1,2434,1,2597,
1,2696,12,2333,
0,1766,9,3192,
0,2693,5,2313,
1,2952,0,1982,
0,2395,15,2549,
0,2553,1,2413,
0,2263,5,2675,
1,2627,7,2261,
0,2634,4,2328,
1,2493,6,2327,
1,2360,0,2559,
0,2461,4,2481,
0,2543,8,2366,
0,2185,4,2828,
0,2527,7,2466,
0,2039,15,2871,
0,2198,23,2716,
0,2324,18,2560,
0,2107,6,2844,
0,2512,4,2484,
0,2341,5,2697,
0,2315,13,2599,
0,2414,9,2546,
0,2511,13,2337,
0,2511,10,2460,
0,2689,4,2299,
0,2674,2,2245,
0,2247,9,2652,
0,2085,9,2887,
0,2735,3,2310,
1,2542,14,2322,
0,2484,9,2496,
0,2615,7,2433,
0,2767,8,2272,
0,2590,9,2335,
0,3104,6,1811,
1,2618,3,2412,
3,2415,2,2605,
0,2512,10,2364,
0,2635,9,2364,
1,2549,1,2423,
0,2871,0,2124,
0,2888,4,1987,
0,2884,11,2118,
0,2221,17,2660,
0,2506,0,2498,
0,2481,13,2494,
2,2374,0,2464,
1,2167,17,2684,
1,2482,0,2480,
1,2437,12,2523,
0,2669,23,2234,
0,2065,17,2834,
0,2745,19,2125,
0,2119,2,2909,
0,2842,14,2036,
0,2243,4,2629,
0,2521,10,2361,
0,1870,9,3129,
0,2074,17,2863,
0,2371,8,2643,
0,2412,4,2562,
1,2510,8,2318,
0,2487,8,2562,
0,2072,12,2877,
1,2458,5,2413,
1,2550,4,2351,
0,2404,7,2506,
0,2479,1,2529,
0,2340,3,2635,
0,2416,5,2428,
0,2001,0,2919,
0,2453,2,2585,
0,3019,8,1932,
0,2302,4,2633,
0,2659,3,2286,
0,2268,0,2690,
0,2444,1,2430,
2,2526,3,2484,
0,2226,3,2734,
1,2367,6,2561,
1,2776,10,2146,
0,2189,8,2710,
0,2439,1,2535,
0,1834,2,3074,
0,2709,3,2182,
0,2166,4,2789,
0,2348,0,2615,
0,2408,9,2546,
0,2412,3,2498,
0,2695,1,2187,
0,2514,5,2419,
0,2355,6,2660,
0,2490,2,2348,
0,1974,11,2902,
0,2434,5,2517,
0,2326,11,2684,
0,2575,3,2345,
0,2605,0,2380,
0,2501,4,2444,
