treat_one,treat_zero,control_one,control_zero,
3,7222,54,5126,
1,5711,79,6686,
5,6666,94,5545,
0,6967,102,5525,
6,5985,35,6407,
3,5864,143,6370,
3,7543,60,4756,
2,5979,47,6511,
2,5071,50,7396,
0,6898,68,5638,
5,6337,63,6045,
6,6650,81,5669,
1,4599,136,7489,
2,5679,108,6591,
2,7402,77,4953,
3,6330,84,5795,
4,7146,114,4903,
6,7638,89,4684,
2,7645,108,4465,
4,6593,64,5517,
5,5839,81,6384,
9,5700,80,6502,
1,6371,92,5943,
0,5570,127,6694,
3,5080,74,7293,
12,6365,174,5750,
0,6282,125,6002,
0,5745,143,6467,
7,6243,61,5907,
0,6629,109,5440,
2,5304,137,6939,
3,5888,113,6069,
1,6198,24,6250,
1,7707,142,4621,
3,5074,22,7398,
2,6368,84,5899,
0,6502,108,5880,
0,6168,188,5898,
1,5353,146,7001,
2,6180,36,6300,
2,5092,98,7341,
0,5917,62,6565,
2,5689,64,6692,
1,6034,45,6351,
4,7052,76,5137,
6,5754,102,6521,
2,5123,56,6843,
1,7065,24,5262,
1,4642,98,7654,
3,6078,87,6357,
5,6437,33,5989,
4,7202,95,4879,
6,4948,21,7538,
2,6317,247,5663,
1,6385,30,6101,
1,7007,38,5446,
2,4369,178,7429,
1,5906,32,6588,
4,7421,99,4816,
5,6649,88,5553,
2,8477,23,4043,
1,6347,100,6015,
0,6418,38,6030,
3,5283,115,6934,
4,5499,87,6486,
2,6130,126,6005,
0,4817,76,7478,
1,6613,41,5743,
1,5173,197,6919,
0,6092,110,6242,
1,6352,138,5964,
4,5499,78,6657,
1,7695,53,4817,
7,5486,51,6752,
3,5890,58,6498,
5,5243,39,7070,
4,6250,66,6193,
7,6496,86,5802,
7,6878,94,5367,
4,6514,87,5793,
3,5948,46,6548,
4,5974,84,6230,
3,6160,101,6330,
11,4886,76,6855,
1,6150,106,6155,
1,5478,106,6717,
4,5409,73,6876,
1,4864,85,7534,
2,5435,131,6536,
8,6929,153,4992,
3,5197,122,7192,
5,7147,35,5283,
3,5992,56,6447,
2,6102,95,6273,
0,4778,103,7414,
3,5068,127,7056,
4,6588,123,5632,
2,6561,25,6058,
0,5941,166,6292,
0,6187,44,6152,
0,5299,119,6998,
3,7020,106,5103,
1,6886,20,5517,
4,6766,56,5153,
2,5242,81,7165,
0,6869,133,5479,
0,4665,153,7676,
0,5501,45,6735,
1,6639,43,5902,
4,5373,64,6890,
1,6768,65,5372,
5,7057,96,4893,
2,5772,38,6444,
5,4615,127,7576,
3,6477,39,5984,
4,6866,61,5481,
5,7338,90,4898,
6,5796,108,6411,
6,6121,88,6105,
5,6770,91,5202,
3,6754,63,5468,
2,6489,93,5719,
1,5883,36,6433,
0,5546,62,6797,
1,5618,142,6764,
6,7059,48,5143,
1,5698,171,6494,
2,6183,127,5808,
4,6171,39,6186,
1,6459,86,5825,
1,5264,88,6839,
2,6562,100,5588,
12,6473,48,5616,
2,4960,166,7356,
0,6547,92,5796,
3,6808,15,5549,
0,5726,211,6445,
0,5735,86,6633,
2,6542,81,5480,
1,4428,150,7604,
0,4844,124,7498,
0,6283,85,6136,
0,6366,38,6190,
3,6071,186,5990,
1,6754,55,5621,
1,6088,85,6192,
4,5881,85,6274,
2,7329,174,4732,
0,5965,60,6242,
6,5664,123,6483,
4,7246,14,5233,
4,5130,138,7122,
2,5125,134,6981,
5,5464,93,6981,
3,7285,111,4904,
0,7003,12,5269,
3,6297,137,5875,
4,7088,25,5184,
2,6279,142,5553,
2,6813,66,5621,
5,5738,37,6528,
2,6254,97,6061,
8,7688,26,4609,
3,7386,63,5014,
4,6096,41,6194,
5,5842,87,6280,
4,6325,124,5859,
2,6257,13,6010,
3,7396,79,4966,
1,5521,93,6782,
1,6125,105,6183,
1,5642,75,6600,
2,5976,86,6381,
1,6695,91,5613,
3,5656,114,6709,
2,6242,113,5973,
1,6274,49,6120,
5,5124,100,6932,
3,6025,100,6256,
3,5766,107,6396,
3,6827,142,5533,
4,5832,132,6284,
1,5562,135,6722,
0,5954,111,6162,
4,6846,20,5362,
1,6774,23,5566,
1,6313,131,6009,
1,7101,85,5235,
5,6158,129,6200,
2,6482,136,5672,
6,7343,62,5121,
1,5396,87,6764,
1,5518,63,6702,
1,4840,80,7562,
3,6069,54,6291,
0,5779,45,6739,
6,5873,70,6332,
2,6206,131,5783,
2,6541,72,5777,
3,6792,120,5178,
1,6255,19,6091,
1,6861,57,5520,
2,6403,133,5739,
4,5453,89,6863,
0,6083,152,5953,
4,8463,27,3916,
6,5276,79,6910,
0,6732,49,5550,
2,5882,108,6396,
4,5469,146,6694,
4,5471,81,6903,
6,7149,78,5105,
0,5540,162,6857,
3,6627,98,5790,
5,5946,141,6198,
4,5453,75,6867,
1,6799,55,5612,
3,7342,39,4904,
1,6156,94,6105,
0,6143,156,6090,
0,6183,163,5956,
4,5990,150,6127,
3,6364,240,5606,
