0_1_507_200_3,1_0_513_200_13,2_1_497_200_0,3_0_519_200_0,4_0_519_200_22,5_0_487_200_3,6_0_491_200_5,7_1_513_200_19,8_1_510_200_0,9_0_509_200_0,10_1_509_200_23,11_0_483_200_0,12_1_498_200_0,13_0_511_200_16,14_1_510_200_0,15_0_502_200_3,16_0_481_200_0,17_1_516_200_4,18_1_487_200_0,19_1_515_200_1,
0_0_518_199_4,1_0_514_200_0,2_1_482_200_0,3_1_509_200_15,4_1_484_200_4,5_0_512_200_14,6_1_483_200_4,7_1_520_200_0,8_1_498_200_0,9_0_483_200_0,10_0_503_200_16,11_0_501_200_0,12_0_512_200_3,13_1_497_200_5,14_0_510_200_0,15_0_518_200_9,16_1_484_200_7,17_0_500_200_11,18_1_514_200_11,19_1_511_200_3,
0_1_481_199_3,1_1_510_200_5,2_1_497_200_13,3_0_498_200_1,4_1_515_200_3,5_0_519_200_17,6_1_498_200_7,7_0_481_200_8,8_0_516_200_4,9_0_509_200_9,10_0_520_200_1,11_0_486_200_15,12_1_503_200_14,13_0_505_200_10,14_0_504_200_15,15_0_491_200_0,16_1_504_200_3,17_1_507_200_2,18_1_485_200_0,19_1_506_200_0,
0_0_481_200_6,1_1_510_200_4,2_0_503_200_0,3_0_499_200_7,4_1_493_200_7,5_1_499_200_5,6_1_482_200_7,7_1_499_200_13,8_0_515_200_0,9_0_484_200_2,10_0_481_200_0,11_0_486_200_0,12_1_503_200_0,13_0_509_200_0,14_1_505_200_0,15_1_492_200_0,16_0_486_200_2,17_0_506_200_11,18_1_503_200_0,19_1_504_200_1,
0_0_510_200_0,1_1_504_200_1,2_1_498_200_0,3_1_487_200_16,4_0_502_200_0,5_0_513_200_24,6_0_483_200_0,7_0_494_200_0,8_0_497_200_0,9_1_504_200_4,10_1_480_200_0,11_1_500_200_1,12_1_512_200_1,13_1_492_200_0,14_1_519_200_13,15_0_483_200_0,16_0_518_200_0,17_1_500_200_15,18_0_482_200_5,19_0_518_200_6,
0_0_498_200_3,1_1_495_200_1,2_0_504_200_0,3_1_498_200_3,4_0_510_200_4,5_1_502_200_9,6_1_519_200_1,7_0_486_200_3,8_0_506_200_0,9_1_496_200_0,10_0_516_200_14,11_0_516_200_15,12_0_493_200_10,13_1_487_200_0,14_0_495_200_0,15_1_494_200_17,16_1_509_200_2,17_1_488_200_10,18_1_513_200_1,19_0_509_200_0,
0_0_509_200_12,1_0_508_200_0,2_1_502_200_0,3_0_503_200_0,4_1_491_200_0,5_1_519_200_13,6_0_498_200_5,7_1_517_200_0,8_0_491_200_10,9_0_486_200_3,10_0_500_200_0,11_1_480_200_16,12_1_486_200_7,13_0_518_200_6,14_0_517_200_17,15_1_481_200_0,16_1_501_200_15,17_1_503_200_18,18_1_501_200_7,19_0_518_200_0,
0_1_494_200_3,1_0_512_200_0,2_1_486_200_0,3_1_507_200_16,4_1_485_200_14,5_1_508_200_6,6_0_496_200_15,7_0_519_200_14,8_1_482_200_17,9_1_483_200_7,10_0_487_200_7,11_1_480_200_4,12_1_498_200_0,13_0_500_200_0,14_1_482_200_0,15_0_510_200_21,16_0_500_200_15,17_0_508_200_0,18_0_507_200_13,19_0_519_200_0,
0_1_492_199_6,1_0_517_200_0,2_0_519_200_3,3_1_488_200_10,4_0_501_200_13,5_1_488_200_0,6_0_480_200_0,7_0_492_200_3,8_0_513_200_0,9_1_512_200_19,10_1_510_200_0,11_1_506_200_0,12_1_518_200_0,13_0_486_200_7,14_1_495_200_5,15_0_484_200_0,16_1_517_200_0,17_1_494_200_12,18_0_491_200_0,19_0_511_200_21,
0_1_509_200_6,1_0_488_200_19,2_1_508_200_10,3_1_495_200_4,4_0_480_200_8,5_0_508_200_3,6_1_502_200_0,7_0_495_200_6,8_0_486_200_0,9_1_508_200_4,10_0_519_200_11,11_0_509_200_3,12_1_486_200_4,13_0_491_200_3,14_1_517_200_6,15_1_505_200_9,16_0_499_200_0,17_1_498_200_25,18_0_509_200_13,19_1_484_200_0,
0_0_483_200_14,1_1_500_200_0,2_0_505_200_11,3_0_500_200_0,4_1_501_200_4,5_1_507_200_3,6_0_499_200_4,7_1_480_200_0,8_1_484_200_5,9_1_520_200_0,10_0_509_200_18,11_0_493_200_0,12_1_516_200_3,13_1_481_200_3,14_1_495_200_19,15_0_506_200_13,16_0_486_200_4,17_1_516_200_22,18_0_489_200_0,19_0_508_200_4,
0_1_487_199_0,1_0_493_200_1,2_1_517_200_6,3_1_493_200_0,4_0_484_200_2,5_1_513_200_14,6_0_501_200_15,7_1_488_200_0,8_0_513_200_2,9_0_504_200_17,10_0_485_200_0,11_0_495_200_4,12_0_484_200_3,13_1_513_200_10,14_0_486_200_1,15_1_505_200_8,16_1_509_200_17,17_1_514_200_10,18_0_507_200_16,19_1_483_200_0,
0_0_516_200_0,1_0_504_200_0,2_1_499_200_0,3_1_481_200_7,4_1_480_200_1,5_1_489_200_19,6_1_519_200_8,7_0_497_200_2,8_1_481_200_0,9_0_492_200_11,10_0_499_200_10,11_0_502_200_0,12_1_509_200_0,13_1_484_200_8,14_1_498_200_13,15_0_489_200_0,16_0_510_200_0,17_0_493_200_7,18_1_501_200_5,19_0_489_200_4,
0_1_496_200_17,1_1_492_200_7,2_0_492_200_7,3_0_494_200_0,4_1_498_200_2,5_0_502_200_0,6_1_499_200_1,7_1_516_200_0,8_1_503_200_13,9_1_515_200_9,10_1_510_200_9,11_1_498_200_5,12_0_487_200_3,13_0_483_200_10,14_0_504_200_5,15_0_514_200_1,16_0_515_200_5,17_0_517_200_10,18_1_486_200_9,19_0_488_200_1,
0_1_491_199_0,1_0_506_200_13,2_1_496_200_7,3_1_518_200_5,4_0_487_200_0,5_1_520_200_0,6_1_495_200_24,7_0_509_200_0,8_1_482_200_0,9_1_499_200_2,10_1_506_200_23,11_0_512_200_0,12_0_490_200_11,13_0_518_200_1,14_0_493_200_0,15_1_488_200_4,16_0_481_200_0,17_1_517_200_4,18_0_491_200_2,19_0_504_200_4,
0_0_489_199_0,1_0_513_200_15,2_1_492_200_0,3_0_517_200_0,4_1_503_200_10,5_0_497_200_7,6_0_497_200_3,7_0_502_200_13,8_1_487_200_1,9_0_492_200_1,10_1_512_200_14,11_0_516_200_19,12_1_490_200_7,13_0_511_200_23,14_1_514_200_13,15_1_502_200_11,16_1_494_200_3,17_1_485_200_1,18_0_514_200_9,19_1_518_200_10,
0_0_488_200_0,1_1_504_200_7,2_1_501_200_1,3_0_501_200_2,4_0_487_200_2,5_0_498_200_11,6_1_488_200_14,7_1_509_200_0,8_0_516_200_21,9_1_490_200_11,10_0_502_200_25,11_1_491_200_9,12_1_519_200_13,13_1_484_200_23,14_0_520_200_8,15_1_497_200_0,16_0_499_200_13,17_0_483_200_3,18_0_520_200_8,19_1_485_200_9,
0_0_501_200_26,1_0_519_200_7,2_0_516_200_11,3_1_509_200_0,4_0_498_200_0,5_0_520_200_0,6_1_481_200_4,7_1_499_200_9,8_1_488_200_2,9_0_515_200_15,10_0_494_200_0,11_0_501_200_8,12_1_514_200_6,13_0_517_200_17,14_1_494_200_0,15_0_510_200_1,16_1_501_200_0,17_1_493_200_0,18_1_489_200_12,19_1_502_200_16,
0_1_482_200_0,1_0_512_200_1,2_1_497_200_0,3_1_506_200_0,4_1_480_200_0,5_1_518_200_6,6_0_519_200_9,7_0_501_200_0,8_1_484_200_9,9_1_514_200_0,10_1_490_200_11,11_0_512_200_5,12_0_491_200_0,13_0_515_200_6,14_1_515_200_8,15_0_492_200_9,16_0_519_200_17,17_1_510_200_0,18_0_489_200_0,19_0_510_200_0,
0_0_480_200_0,1_0_496_200_7,2_1_512_200_0,3_1_513_200_4,4_0_485_200_20,5_1_491_200_14,6_1_490_200_0,7_0_514_200_21,8_1_516_200_0,9_0_495_200_7,10_0_491_200_0,11_1_481_200_0,12_1_496_200_0,13_0_494_200_0,14_1_510_200_0,15_0_505_200_0,16_1_517_200_0,17_0_516_200_3,18_1_503_200_8,19_0_505_200_6,
0_0_483_200_4,1_1_486_200_12,2_1_486_200_3,3_1_505_200_2,4_1_497_200_13,5_0_482_200_1,6_1_503_200_3,7_0_508_200_3,8_0_483_200_20,9_1_506_200_0,10_0_520_200_3,11_1_518_200_1,12_0_493_200_0,13_0_515_200_9,14_0_519_200_1,15_0_483_200_15,16_1_503_200_5,17_1_512_200_0,18_1_490_200_19,19_0_492_200_6,
0_0_497_200_0,1_0_491_200_9,2_0_484_200_15,3_0_494_200_0,4_1_490_200_1,5_0_502_200_12,6_1_494_200_5,7_1_504_200_9,8_1_494_200_2,9_0_504_200_2,10_1_515_200_4,11_1_483_200_14,12_1_511_200_5,13_1_514_200_17,14_0_482_200_10,15_1_520_200_17,16_0_489_200_13,17_0_519_200_13,18_0_484_200_3,19_1_517_200_0,
0_0_483_200_16,1_0_480_200_3,2_0_515_200_5,3_0_492_200_14,4_0_487_200_5,5_1_496_200_4,6_0_507_200_9,7_0_484_200_16,8_1_508_200_0,9_1_513_200_2,10_1_490_200_7,11_1_519_200_0,12_1_503_200_0,13_1_490_200_15,14_1_507_200_5,15_1_486_200_6,16_0_495_200_9,17_0_500_200_3,18_1_491_200_4,19_0_485_200_0,
0_0_517_199_9,1_0_492_200_6,2_0_506_200_3,3_0_482_200_0,4_0_517_200_13,5_1_490_200_16,6_1_514_200_1,7_0_493_200_1,8_0_512_200_16,9_1_489_200_20,10_0_486_200_0,11_1_493_200_0,12_1_491_200_6,13_1_508_200_10,14_0_515_200_7,15_1_493_200_4,16_1_501_200_1,17_1_511_200_15,18_0_501_200_0,19_1_499_200_4,
0_0_509_199_2,1_1_510_200_12,2_1_493_200_0,3_1_503_200_4,4_0_508_200_15,5_0_506_200_7,6_0_490_200_14,7_1_513_200_16,8_1_497_200_0,9_0_513_200_15,10_0_488_200_2,11_0_487_200_0,12_1_485_200_0,13_1_514_200_0,14_1_507_200_0,15_0_485_200_0,16_1_492_200_0,17_0_509_200_0,18_1_485_200_0,19_0_483_200_0,
0_0_495_200_1,1_1_511_200_23,2_1_490_200_3,3_0_501_200_0,4_1_493_200_0,5_0_494_200_6,6_1_483_200_5,7_0_490_200_0,8_0_503_200_1,9_0_501_200_7,10_1_483_200_0,11_1_498_200_9,12_1_502_200_0,13_0_507_200_10,14_1_492_200_0,15_1_496_200_0,16_0_493_200_1,17_0_486_200_0,18_0_502_200_0,19_1_481_200_8,
0_0_513_200_4,1_0_515_200_2,2_1_495_200_0,3_1_503_200_9,4_0_485_200_0,5_1_502_200_7,6_1_482_200_0,7_0_494_200_1,8_1_495_200_17,9_0_498_200_0,10_1_491_200_0,11_0_489_200_15,12_1_491_200_9,13_0_514_200_15,14_1_482_200_11,15_1_516_200_5,16_0_511_200_11,17_1_493_200_4,18_0_491_200_18,19_0_480_200_4,
0_0_504_199_5,1_1_501_200_0,2_1_485_200_3,3_0_509_200_7,4_1_495_200_19,5_1_482_200_3,6_1_514_200_21,7_0_505_200_0,8_0_519_200_0,9_1_490_200_20,10_1_500_200_0,11_1_495_200_12,12_0_494_200_0,13_0_480_200_2,14_0_491_200_0,15_0_507_200_0,16_1_499_200_0,17_0_481_200_1,18_0_501_200_1,19_1_492_200_0,
0_0_479_200_4,1_0_496_200_6,2_1_480_200_3,3_1_510_200_0,4_0_508_200_0,5_1_500_200_10,6_1_500_200_7,7_1_502_200_3,8_0_508_200_18,9_0_506_200_10,10_1_492_200_8,11_0_482_200_3,12_1_507_200_0,13_1_485_200_3,14_0_499_200_0,15_1_518_200_1,16_1_483_200_5,17_0_491_200_0,18_0_490_200_0,19_0_498_200_0,
0_0_481_199_12,1_0_494_200_11,2_1_486_200_6,3_0_520_200_6,4_0_507_200_11,5_0_486_200_0,6_0_512_200_2,7_1_510_200_8,8_1_496_200_0,9_1_488_200_0,10_0_484_200_12,11_1_499_200_7,12_1_490_200_0,13_1_499_200_11,14_0_494_200_4,15_0_494_200_1,16_1_490_200_0,17_1_499_200_6,18_1_504_200_0,19_0_506_200_0,
0_0_509_200_9,1_0_500_200_9,2_1_503_200_2,3_1_487_200_2,4_1_512_200_13,5_0_490_200_0,6_1_500_200_10,7_1_515_200_9,8_1_489_200_10,9_1_497_200_0,10_0_504_200_5,11_0_506_200_4,12_0_481_200_14,13_0_480_200_0,14_1_490_200_5,15_1_492_200_0,16_0_481_200_0,17_0_494_200_9,18_1_502_200_4,19_0_518_200_4,
0_1_494_200_0,1_1_502_200_0,2_1_488_200_0,3_0_517_200_3,4_0_506_200_0,5_1_486_200_14,6_1_502_200_18,7_0_495_200_5,8_1_512_200_11,9_0_518_200_8,10_1_499_200_0,11_0_518_200_0,12_0_503_200_0,13_0_519_200_10,14_1_511_200_7,15_1_494_200_0,16_1_512_200_7,17_0_483_200_3,18_0_489_200_2,19_0_499_200_4,
0_0_494_199_5,1_1_499_200_12,2_0_509_200_3,3_0_501_200_10,4_0_504_200_0,5_1_480_200_0,6_0_489_200_0,7_1_506_200_11,8_1_508_200_11,9_1_518_200_0,10_0_513_200_0,11_1_501_200_20,12_1_508_200_0,13_1_505_200_1,14_1_480_200_0,15_1_507_200_0,16_0_490_200_14,17_0_520_200_0,18_0_481_200_14,19_0_503_200_0,
0_1_480_200_0,1_0_519_200_1,2_1_512_200_0,3_0_505_200_0,4_1_502_200_7,5_0_495_200_5,6_0_487_200_2,7_0_480_200_13,8_1_517_200_0,9_1_494_200_0,10_0_506_200_0,11_0_508_200_0,12_1_506_200_22,13_1_498_200_3,14_1_515_200_11,15_0_514_200_12,16_0_516_200_17,17_0_500_200_1,18_1_509_200_1,19_1_514_200_25,
0_0_490_200_12,1_0_492_200_11,2_1_518_200_16,3_0_503_200_0,4_0_518_200_0,5_1_497_200_0,6_1_506_200_11,7_1_493_200_0,8_1_496_200_8,9_1_483_200_0,10_1_490_200_2,11_0_488_200_13,12_0_501_200_0,13_0_517_200_9,14_0_498_200_0,15_1_482_200_0,16_1_516_200_4,17_0_500_200_0,18_0_508_200_1,19_1_483_200_0,
0_0_507_200_15,1_1_520_200_0,2_1_520_200_0,3_1_514_200_13,4_0_500_200_10,5_1_495_200_6,6_1_503_200_0,7_0_508_200_7,8_1_487_200_7,9_1_507_200_1,10_0_516_200_11,11_0_512_200_6,12_0_487_200_0,13_0_504_200_0,14_0_517_200_22,15_1_485_200_0,16_1_514_200_0,17_0_509_200_14,18_1_503_200_8,19_0_504_200_0,
0_1_513_199_5,1_1_491_200_5,2_0_487_200_0,3_1_510_200_3,4_0_484_200_0,5_0_484_200_8,6_1_502_200_0,7_0_495_200_4,8_0_497_200_5,9_0_486_200_1,10_0_498_200_0,11_1_500_200_9,12_0_488_200_0,13_1_481_200_11,14_1_484_200_0,15_0_496_200_13,16_1_517_200_17,17_1_491_200_4,18_1_520_200_14,19_0_503_200_10,
0_1_519_199_2,1_1_507_200_0,2_1_512_200_12,3_0_508_200_5,4_1_503_200_0,5_1_507_200_4,6_0_483_200_0,7_1_480_200_0,8_0_489_200_14,9_0_514_200_0,10_0_491_200_4,11_0_499_200_0,12_0_480_200_3,13_1_493_200_5,14_0_498_200_5,15_0_502_200_0,16_1_500_200_0,17_0_492_200_8,18_1_484_200_3,19_1_506_200_0,
0_1_487_200_8,1_1_495_200_12,2_1_488_200_0,3_1_483_200_0,4_1_500_200_8,5_0_488_200_5,6_0_500_200_13,7_0_492_200_3,8_0_515_200_0,9_0_497_200_2,10_1_486_200_10,11_0_498_200_5,12_1_508_200_5,13_0_495_200_7,14_0_489_200_0,15_1_488_200_0,16_0_498_200_17,17_1_511_200_0,18_1_491_200_0,19_0_480_200_2,
0_0_493_200_3,1_1_484_200_9,2_0_517_200_13,3_1_516_200_11,4_1_502_200_13,5_0_494_200_6,6_0_485_200_0,7_1_482_200_16,8_1_487_200_3,9_0_491_200_4,10_0_494_200_2,11_1_504_200_8,12_0_480_200_6,13_1_506_200_3,14_0_502_200_0,15_1_512_200_0,16_1_505_200_3,17_0_489_200_10,18_0_486_200_6,19_1_507_200_7,
0_1_501_200_11,1_1_488_200_0,2_1_506_200_2,3_0_483_200_3,4_0_492_200_0,5_0_508_200_1,6_1_515_200_0,7_1_499_200_0,8_0_500_200_5,9_1_514_200_6,10_0_514_200_0,11_1_495_200_0,12_0_514_200_0,13_1_482_200_8,14_0_482_200_11,15_1_500_200_12,16_0_496_200_0,17_0_513_200_2,18_1_493_200_0,19_0_519_200_16,
0_0_505_200_0,1_1_489_200_0,2_0_515_200_0,3_1_515_200_4,4_1_494_200_1,5_0_518_200_0,6_1_489_200_0,7_1_510_200_19,8_0_486_200_1,9_1_496_200_24,10_0_499_200_0,11_0_514_200_5,12_0_493_200_0,13_0_491_200_0,14_1_496_200_2,15_1_517_200_0,16_1_519_200_0,17_0_480_200_7,18_0_510_200_0,19_1_510_200_6,
0_0_499_200_3,1_1_486_200_4,2_0_502_200_22,3_1_486_200_7,4_1_514_200_0,5_0_517_200_0,6_0_499_200_0,7_1_488_200_15,8_1_491_200_1,9_0_484_200_2,10_1_486_200_0,11_1_494_200_1,12_0_501_200_22,13_1_512_200_13,14_1_492_200_0,15_0_481_200_0,16_1_495_200_15,17_0_499_200_0,18_0_514_200_5,19_0_480_200_15,
0_0_498_199_11,1_0_497_200_11,2_0_502_200_7,3_1_515_200_0,4_1_495_200_0,5_1_518_200_9,6_1_496_200_0,7_1_491_200_3,8_1_514_200_0,9_0_511_200_0,10_0_490_200_0,11_1_486_200_5,12_0_488_200_7,13_0_487_200_10,14_1_495_200_20,15_0_493_200_7,16_0_515_200_11,17_1_502_200_0,18_0_486_200_0,19_1_497_200_7,
0_0_509_200_0,1_0_500_200_4,2_1_481_200_0,3_1_506_200_0,4_1_506_200_11,5_1_480_200_1,6_1_520_200_7,7_1_504_200_6,8_0_489_200_0,9_1_500_200_0,10_0_493_200_10,11_0_493_200_0,12_0_508_200_11,13_1_492_200_0,14_1_498_200_0,15_0_512_200_1,16_0_516_200_0,17_0_498_200_0,18_0_503_200_0,19_1_513_200_0,
0_1_497_200_0,1_1_498_200_0,2_0_480_200_3,3_0_487_200_11,4_0_482_200_0,5_1_501_200_11,6_0_485_200_12,7_1_489_200_0,8_0_504_200_4,9_1_519_200_12,10_0_494_200_12,11_1_482_200_1,12_1_517_200_5,13_1_518_200_20,14_1_513_200_8,15_0_520_200_0,16_1_501_200_0,17_0_486_200_0,18_0_519_200_2,19_0_511_200_7,
0_0_514_200_14,1_0_516_200_10,2_0_519_200_0,3_1_512_200_1,4_1_495_200_1,5_1_514_200_6,6_1_496_200_0,7_0_516_200_12,8_0_509_200_11,9_0_513_200_8,10_1_480_200_2,11_1_491_200_1,12_0_496_200_0,13_0_504_200_10,14_1_485_200_8,15_1_520_200_0,16_0_514_200_11,17_1_492_200_0,18_0_517_200_0,19_1_493_200_10,
0_0_479_200_10,1_0_491_200_6,2_1_502_200_0,3_1_484_200_4,4_0_514_200_0,5_1_504_200_11,6_0_518_200_6,7_0_496_200_10,8_1_517_200_17,9_0_516_200_8,10_1_510_200_15,11_1_520_200_0,12_1_480_200_3,13_0_480_200_0,14_1_505_200_6,15_0_515_200_11,16_1_499_200_12,17_1_513_200_19,18_0_496_200_15,19_0_513_200_1,
0_0_507_199_2,1_0_484_200_14,2_1_518_200_13,3_1_496_200_0,4_0_482_200_5,5_1_484_200_15,6_0_519_200_1,7_0_508_200_2,8_1_502_200_10,9_0_517_200_9,10_0_482_200_4,11_0_480_200_3,12_1_507_200_12,13_1_492_200_16,14_1_489_200_0,15_0_515_200_18,16_1_516_200_0,17_1_493_200_13,18_1_504_200_2,19_0_480_200_2,
0_1_487_199_0,1_1_503_200_10,2_1_495_200_0,3_1_514_200_0,4_0_483_200_1,5_0_497_200_0,6_0_519_200_11,7_1_500_200_0,8_1_486_200_1,9_1_500_200_14,10_0_504_200_5,11_1_516_200_0,12_1_514_200_0,13_1_491_200_11,14_0_512_200_0,15_0_484_200_0,16_0_504_200_0,17_0_519_200_16,18_0_500_200_0,19_0_516_200_8,
0_1_498_200_0,1_1_488_200_16,2_0_490_200_9,3_0_480_200_5,4_0_508_200_1,5_1_510_200_2,6_1_495_200_12,7_0_498_200_0,8_1_500_200_0,9_1_495_200_2,10_1_486_200_1,11_0_520_200_11,12_0_517_200_2,13_0_499_200_5,14_1_520_200_3,15_0_499_200_17,16_1_508_200_0,17_0_519_200_23,18_0_514_200_10,19_1_484_200_0,
0_0_490_199_7,1_1_504_200_12,2_1_496_200_18,3_0_485_200_20,4_1_513_200_8,5_0_486_200_9,6_1_517_200_0,7_0_510_200_0,8_0_505_200_0,9_0_487_200_0,10_0_493_200_4,11_1_488_200_6,12_1_509_200_0,13_0_515_200_6,14_1_497_200_21,15_0_520_200_22,16_0_497_200_0,17_1_497_200_8,18_1_493_200_0,19_1_511_200_5,
0_0_519_200_4,1_1_487_200_6,2_1_485_200_0,3_0_506_200_0,4_0_511_200_1,5_1_483_200_4,6_0_483_200_7,7_1_488_200_3,8_1_492_200_0,9_1_491_200_0,10_0_505_200_7,11_1_481_200_0,12_1_487_200_0,13_1_505_200_18,14_0_503_200_6,15_1_498_200_5,16_0_501_200_0,17_0_514_200_0,18_0_511_200_0,19_0_498_200_5,
0_0_498_199_0,1_0_511_200_0,2_1_517_200_0,3_1_512_200_4,4_0_490_200_0,5_0_485_200_0,6_1_515_200_8,7_1_509_200_0,8_0_506_200_1,9_1_509_200_11,10_1_497_200_0,11_1_495_200_6,12_1_514_200_13,13_0_501_200_1,14_1_492_200_1,15_0_481_200_5,16_0_480_200_8,17_0_480_200_1,18_1_511_200_5,19_0_505_200_1,
0_0_517_199_5,1_1_496_200_6,2_1_497_200_3,3_0_491_200_3,4_0_490_200_5,5_0_498_200_9,6_1_508_200_0,7_0_481_200_11,8_1_516_200_0,9_1_484_200_8,10_0_503_200_0,11_1_482_200_9,12_0_520_200_8,13_0_499_200_10,14_0_503_200_17,15_1_507_200_0,16_1_488_200_2,17_0_513_200_5,18_1_482_200_0,19_1_508_200_23,
0_0_518_199_14,1_0_519_200_10,2_0_514_200_0,3_0_483_200_0,4_1_516_200_9,5_1_494_200_6,6_0_490_200_0,7_1_515_200_9,8_0_512_200_0,9_1_517_200_0,10_1_484_200_7,11_0_484_200_0,12_1_493_200_1,13_1_514_200_9,14_0_509_200_0,15_1_483_200_15,16_1_494_200_12,17_0_507_200_14,18_1_516_200_0,19_0_489_200_16,
0_0_486_199_5,1_0_497_200_12,2_0_497_200_6,3_1_517_200_1,4_1_492_200_10,5_1_500_200_5,6_0_507_200_0,7_0_509_200_0,8_1_489_200_0,9_0_500_200_0,10_0_503_200_11,11_0_508_200_3,12_1_490_200_7,13_0_494_200_0,14_1_517_200_0,15_0_502_200_2,16_1_501_200_0,17_1_488_200_8,18_1_513_200_11,19_1_506_200_10,
0_1_515_200_19,1_0_481_200_10,2_0_495_200_7,3_0_517_200_7,4_0_508_200_0,5_1_490_200_5,6_1_489_200_6,7_0_490_200_6,8_0_497_200_13,9_0_501_200_16,10_1_489_200_0,11_1_514_200_4,12_1_516_200_11,13_1_493_200_0,14_1_490_200_0,15_0_498_200_9,16_0_489_200_7,17_1_484_200_4,18_1_509_200_13,19_0_482_200_0,
0_1_485_199_14,1_0_504_200_1,2_0_491_200_0,3_0_488_200_0,4_1_497_200_12,5_1_513_200_0,6_0_495_200_0,7_0_519_200_0,8_0_493_200_0,9_1_508_200_4,10_1_500_200_13,11_0_492_200_8,12_1_488_200_0,13_1_492_200_4,14_0_487_200_0,15_1_490_200_8,16_1_498_200_7,17_0_490_200_15,18_0_502_200_11,19_1_488_200_6,
0_1_512_200_13,1_0_485_200_15,2_0_480_200_4,3_0_487_200_16,4_0_513_200_2,5_1_484_200_15,6_1_483_200_16,7_0_515_200_7,8_0_505_200_0,9_1_493_200_0,10_1_486_200_11,11_1_517_200_0,12_0_506_200_2,13_1_496_200_0,14_1_517_200_1,15_0_516_200_0,16_0_519_200_5,17_1_500_200_14,18_1_506_200_0,19_0_512_200_18,
0_1_481_200_3,1_0_501_200_0,2_0_511_200_7,3_0_504_200_2,4_1_518_200_3,5_0_515_200_0,6_1_500_200_0,7_0_489_200_1,8_1_482_200_0,9_1_511_200_15,10_1_487_200_0,11_0_500_200_11,12_1_488_200_0,13_0_514_200_1,14_1_494_200_23,15_0_506_200_2,16_1_516_200_7,17_0_487_200_15,18_1_503_200_0,19_0_498_200_5,
0_0_488_199_6,1_0_488_200_0,2_1_482_200_9,3_1_520_200_0,4_1_503_200_19,5_1_488_200_1,6_0_508_200_11,7_1_506_200_9,8_0_511_200_12,9_1_516_200_25,10_1_515_200_8,11_0_507_200_20,12_1_502_200_18,13_0_492_200_15,14_0_509_200_15,15_0_483_200_0,16_1_520_200_1,17_0_516_200_0,18_1_515_200_0,19_0_485_200_9,
0_0_519_199_0,1_0_490_200_5,2_0_484_200_11,3_0_481_200_14,4_0_491_200_2,5_1_500_200_6,6_1_506_200_8,7_0_519_200_0,8_0_492_200_7,9_1_497_200_4,10_1_500_200_1,11_1_506_200_0,12_0_483_200_6,13_0_490_200_0,14_1_517_200_5,15_1_484_200_0,16_1_482_200_0,17_0_499_200_16,18_1_513_200_7,19_1_508_200_4,
0_1_518_200_6,1_1_494_200_0,2_1_492_200_0,3_0_495_200_9,4_0_481_200_4,5_1_481_200_4,6_0_500_200_4,7_0_508_200_11,8_1_519_200_5,9_0_513_200_6,10_0_500_200_1,11_1_506_200_0,12_0_507_200_0,13_1_504_200_7,14_0_519_200_11,15_0_487_200_8,16_1_518_200_14,17_1_502_200_0,18_1_506_200_13,19_0_506_200_4,
0_0_491_200_17,1_1_484_200_0,2_1_490_200_0,3_0_510_200_4,4_1_514_200_0,5_0_507_200_0,6_0_484_200_14,7_0_514_200_0,8_1_486_200_1,9_1_511_200_4,10_0_497_200_3,11_1_489_200_1,12_1_504_200_18,13_0_494_200_5,14_0_481_200_9,15_1_488_200_9,16_0_500_200_21,17_1_503_200_7,18_1_502_200_13,19_0_499_200_7,
0_0_486_199_0,1_0_505_200_0,2_1_484_200_1,3_0_485_200_5,4_1_511_200_13,5_0_486_200_7,6_1_515_200_4,7_0_500_200_0,8_0_501_200_7,9_0_485_200_1,10_0_504_200_0,11_1_495_200_0,12_1_504_200_7,13_1_508_200_0,14_0_511_200_0,15_1_495_200_0,16_0_485_200_9,17_1_499_200_3,18_1_501_200_8,19_1_482_200_9,
0_0_500_200_10,1_0_495_200_0,2_0_514_200_8,3_1_519_200_0,4_0_517_200_3,5_1_507_200_0,6_1_499_200_0,7_0_500_200_11,8_0_481_200_8,9_1_511_200_5,10_0_502_200_0,11_1_511_200_0,12_0_507_200_12,13_1_508_200_0,14_1_497_200_0,15_0_515_200_0,16_1_489_200_11,17_1_483_200_1,18_0_519_200_5,19_1_492_200_4,
0_0_511_199_1,1_0_493_200_8,2_0_495_200_4,3_0_505_200_0,4_1_514_200_0,5_1_502_200_5,6_1_490_200_2,7_1_520_200_13,8_1_487_200_2,9_0_509_200_14,10_0_493_200_0,11_1_494_200_0,12_0_482_200_0,13_1_508_200_15,14_0_509_200_15,15_1_491_200_4,16_1_484_200_0,17_1_489_200_3,18_0_520_200_1,19_0_508_200_6,
0_0_514_200_13,1_1_483_200_0,2_1_516_200_0,3_1_488_200_0,4_1_487_200_5,5_1_500_200_11,6_1_490_200_5,7_0_515_200_7,8_0_494_200_9,9_0_505_200_0,10_0_490_200_1,11_1_486_200_15,12_1_480_200_1,13_0_517_200_1,14_0_488_200_5,15_0_496_200_0,16_1_500_200_0,17_0_482_200_0,18_1_482_200_0,19_0_504_200_27,
