0_1_508_199_2,1_1_501_200_1,2_0_510_200_0,3_0_497_200_0,4_1_513_200_0,5_1_490_200_2,6_0_501_200_0,7_0_493_200_1,8_1_507_200_3,9_0_517_200_0,10_1_514_200_0,11_1_487_200_5,12_0_505_200_0,13_1_504_200_11,14_0_480_200_0,15_0_516_200_16,16_0_510_200_2,17_1_493_200_12,18_1_510_200_2,19_0_505_200_0,
0_0_505_200_6,1_1_506_200_8,2_0_490_200_2,3_1_503_200_4,4_0_505_200_0,5_1_498_200_0,6_1_487_200_0,7_0_501_200_7,8_0_507_200_5,9_0_501_200_0,10_1_510_200_15,11_1_516_200_5,12_0_518_200_1,13_0_488_200_1,14_0_501_200_10,15_1_493_200_3,16_1_493_200_14,17_0_501_200_0,18_1_497_200_11,19_1_517_200_10,
0_1_500_199_13,1_1_489_200_0,2_1_483_200_8,3_0_503_200_7,4_1_515_200_17,5_0_503_200_5,6_0_500_200_11,7_0_491_200_0,8_0_512_200_0,9_0_517_200_0,10_1_516_200_6,11_0_492_200_0,12_1_485_200_13,13_0_516_200_0,14_1_491_200_4,15_0_500_200_5,16_1_480_200_0,17_0_516_200_4,18_1_497_200_1,19_1_516_200_0,
0_0_484_199_0,1_0_519_200_0,2_1_492_200_10,3_1_518_200_4,4_1_496_200_0,5_0_517_200_0,6_0_514_200_2,7_0_515_200_0,8_0_500_200_8,9_1_491_200_19,10_0_489_200_17,11_1_486_200_0,12_0_481_200_0,13_1_485_200_11,14_1_517_200_4,15_1_507_200_0,16_0_503_200_0,17_1_480_200_0,18_0_487_200_8,19_1_495_200_4,
0_1_480_199_0,1_0_505_200_1,2_1_499_200_10,3_1_487_200_0,4_0_486_200_4,5_0_510_200_8,6_0_482_200_9,7_1_504_200_9,8_0_506_200_0,9_1_484_200_2,10_1_510_200_12,11_0_492_200_1,12_0_499_200_8,13_1_506_200_3,14_1_502_200_17,15_0_514_200_0,16_1_481_200_0,17_1_497_200_0,18_0_515_200_0,19_0_494_200_6,
0_0_492_200_8,1_0_498_200_11,2_0_511_200_6,3_1_486_200_3,4_0_491_200_5,5_1_515_200_0,6_0_487_200_6,7_1_505_200_0,8_0_491_200_0,9_1_494_200_0,10_1_491_200_8,11_0_510_200_12,12_0_500_200_21,13_1_518_200_5,14_0_485_200_9,15_1_507_200_7,16_0_513_200_9,17_1_502_200_0,18_1_482_200_0,19_1_508_200_0,
0_1_490_200_5,1_1_506_200_10,2_1_512_200_4,3_1_500_200_0,4_0_488_200_0,5_0_505_200_23,6_1_510_200_0,7_0_484_200_10,8_0_494_200_11,9_0_498_200_13,10_0_514_200_13,11_1_496_200_9,12_0_496_200_18,13_0_510_200_6,14_1_486_200_0,15_0_488_200_0,16_1_480_200_11,17_1_511_200_9,18_0_483_200_1,19_1_491_200_7,
0_1_519_200_4,1_0_507_200_12,2_0_490_200_16,3_1_489_200_8,4_0_511_200_2,5_1_514_200_0,6_1_512_200_5,7_1_484_200_0,8_0_499_200_3,9_0_489_200_8,10_0_506_200_8,11_0_489_200_0,12_0_499_200_3,13_1_495_200_0,14_1_503_200_13,15_0_496_200_2,16_0_492_200_2,17_1_508_200_3,18_1_492_200_0,19_1_481_200_11,
0_0_482_199_0,1_0_519_200_0,2_0_513_200_10,3_1_499_200_11,4_1_491_200_0,5_1_516_200_4,6_0_508_200_1,7_1_515_200_5,8_0_508_200_0,9_1_514_200_10,10_1_509_200_7,11_0_517_200_0,12_0_517_200_3,13_0_496_200_11,14_1_491_200_2,15_0_485_200_11,16_0_492_200_7,17_1_488_200_12,18_1_502_200_11,19_1_515_200_0,
0_0_497_200_2,1_1_506_200_22,2_0_520_200_17,3_0_496_200_0,4_1_494_200_0,5_1_499_200_3,6_0_511_200_0,7_0_506_200_11,8_1_493_200_0,9_0_485_200_8,10_1_487_200_3,11_1_501_200_3,12_1_516_200_0,13_0_489_200_0,14_0_504_200_21,15_1_483_200_6,16_1_483_200_13,17_0_506_200_0,18_1_487_200_13,19_0_484_200_0,
0_1_506_200_0,1_1_486_200_2,2_0_508_200_0,3_1_491_200_0,4_1_506_200_0,5_0_513_200_15,6_0_496_200_12,7_0_495_200_0,8_1_497_200_0,9_0_513_200_0,10_0_506_200_15,11_1_480_200_0,12_1_493_200_15,13_1_485_200_1,14_0_495_200_0,15_0_501_200_12,16_1_516_200_0,17_0_492_200_6,18_1_487_200_21,19_0_514_200_3,
0_1_496_199_0,1_0_481_200_11,2_0_487_200_10,3_1_480_200_4,4_1_500_200_1,5_0_500_200_8,6_0_517_200_0,7_0_514_200_9,8_1_508_200_6,9_1_519_200_0,10_1_488_200_14,11_1_503_200_0,12_1_499_200_7,13_0_490_200_10,14_0_483_200_0,15_1_513_200_18,16_1_512_200_18,17_0_513_200_1,18_0_496_200_3,19_0_491_200_4,
0_0_491_200_6,1_0_481_200_3,2_1_488_200_0,3_1_520_200_14,4_0_513_200_10,5_1_495_200_8,6_0_515_200_16,7_1_500_200_0,8_1_491_200_0,9_0_496_200_4,10_1_485_200_1,11_1_502_200_8,12_0_506_200_7,13_0_517_200_3,14_0_486_200_4,15_1_481_200_9,16_1_498_200_0,17_0_492_200_2,18_1_496_200_10,19_0_487_200_0,
0_0_506_199_3,1_1_516_200_0,2_1_494_200_9,3_1_494_200_0,4_1_494_200_13,5_1_501_200_6,6_0_515_200_0,7_0_518_200_18,8_1_480_200_0,9_1_515_200_8,10_1_485_200_3,11_0_503_200_1,12_0_491_200_8,13_0_517_200_5,14_0_492_200_10,15_0_517_200_10,16_1_501_200_0,17_1_500_200_0,18_0_520_200_14,19_0_512_200_3,
0_0_503_199_2,1_0_486_200_3,2_0_518_200_0,3_1_496_200_8,4_0_487_200_12,5_1_502_200_3,6_1_488_200_1,7_0_491_200_7,8_1_489_200_8,9_0_520_200_0,10_0_483_200_0,11_1_494_200_12,12_1_520_200_2,13_0_515_200_10,14_1_501_200_13,15_1_510_200_13,16_0_510_200_7,17_1_495_200_4,18_1_497_200_8,19_0_513_200_8,
0_1_482_199_0,1_1_518_200_11,2_1_486_200_6,3_0_491_200_7,4_1_502_200_1,5_0_520_200_0,6_1_496_200_0,7_1_494_200_19,8_0_489_200_5,9_0_480_200_11,10_0_520_200_24,11_1_502_200_0,12_1_515_200_6,13_0_490_200_0,14_1_513_200_3,15_1_506_200_9,16_0_508_200_0,17_0_511_200_14,18_0_520_200_5,19_0_491_200_11,
0_0_516_200_6,1_1_518_200_0,2_1_500_200_7,3_1_517_200_0,4_0_496_200_1,5_0_483_200_4,6_0_511_200_20,7_0_496_200_0,8_0_515_200_11,9_0_493_200_23,10_1_486_200_17,11_0_508_200_6,12_1_515_200_0,13_1_504_200_0,14_0_518_200_3,15_1_517_200_8,16_1_491_200_0,17_1_496_200_7,18_1_497_200_5,19_0_517_200_13,
